PARAHNYA DIKASI TEPUK TANGAN LAGI  BOS!!!;0,0
RT @KontraS: Hai! Berjumpa lagi dengan KontraS yang akan kembali 'nyicil' membahas Laporan Evaluasi 4 Tahun Kinerja Pemerintahan @Jokowi –…;1,1
RT @fadlizon: Bohong lagi bohong lagi. Mikrofon dimatikan dulu dong P LBP. https://t.co/eeAUEIzLAc;0,0
"RT @TheCebongers: Prawobo sentil Jokowi ""Ugal2an. Lalu"" Bung Adian membalas bukan sentilan tapi pukulan telak ke ""Prabowo! Pemerintahan"" yg ug…;0",0
RT @bangzul_1988: @JajangRidwan19 @Hadisang70 @budimandjatmiko Saya melihat dari dalam diri bung @budimandjatmiko ini beliau sgt ingin pu…, 
RT @narkosun: Jokowi dibilang ugal2an. jadi yg membangun infrastruktur bagi2 sertifikat lapangan kerja pembangkit listrik jalan tol be…;0,0
RT @IreneViena: Jika saya dapat membuktikan keputusan pemerintah terkait takeover saham mayority freeport yg dilakukan sekarang adalah tind…;1,1
"RT @fariji_lacak: Sdh Kubilang Dari ""AWAL. Demokrat PKS &amp; PAN, FOKUS pd PILLEG ketimbang PILPRES. 1.Mereka"" tdk ingin kehilangan Wakilnya di…;0",0
RT @mkhumaini: Hampir genap empat tahun pemerintah mencatatkan total utang mencapai Rp4.416 triliun naik sekitar Rp1.815 triliun dari pos…;0,0
"jokowi Siapa pun Cawapres  intinya Jokowi harus @jokowi 2 periode. "";1",1
#2019jokowilanjut;1,1
"#2019TetapJokowi…"" https://t.co/HrhQwh9Kth;1",1
 @marierteman @fadlizon @Metro_TV @jokowi @kemkominfo @Metro_TV mah tv bencong;0,0
"RT @MbahUyok: Sejak ""menjabat.. Anies:"" satu per satu janji ""dipenuhi. Jokowi:"" satu per satu janji ""diingkari. Pergub"" OK OCE Diteken Anies  Bu…;0",0
Jokowi dan Greenpeace: Bagaimana Industri Dihancurkan (Kalimantan Berita) - https://t.co/qlyqY41nGn https://t.co/iGPu0GHSQn;0,0
"RT @UtuhWibowo: Ssstt.. Ssstt.. HATTRICK! ""😅;0",0
"RS"" dipecat dari Timses Prabowo Sandi negara tidak ada kerugian  digoreng terus ""menerus. ST …"";0",0
RT @yudimeno: @asrarkrm @jokowi Pidato diketikin twit fb di ketikin  trus apa yg original dr presiden kita selain kuis nama2 ikan ???;0,0
"RT @cahkelendi: Kami &gt;1100 #Ex_VIJ siap mengawal dgn segala kompetensi dan pengalaman kami ""saatJamkesmas. Terbukti  2008-2009 @KemenkesRI t…;1",1
"RT @SpionaseNKRI: Jujur, gw bingung!! "" Gereja disegel "" -"" Vihara ""dibongkar -"" Non muslim ""ditindas -"" Tradisi &amp; budaya nusantara """"""dihabisi"""" -…"";0",0
Mang haus pujian giliran dikritik ga mau kerjaan CS atau AO dikerjakan presiden kebangetan;0,0
"RT @marierteman: tergerus itu = TEKOR kan ""? @pertamina"" @KemenESDM @KemenkeuRI @PerekonomianRI @jokowi "" https://t.co/xwBX5MdgFW"";0",0
RT @erwinsudarman: Kala BPJS defisit menteri apa yg harus tanggung jawab? Ngga ada..  BPJS langsung di bawah Presiden. Kenapa Presiden @jo…;0,0
RT @AkunTofa: Jokowi KEOK. Percayalah. https://t.co/uhP3z0ALxT;0,0
"Emang yakin kalau @prabowo menang akan lebih baik ? Dan membawa dampak positif ""? Atau"" kalau @jokowi menang ekonomi… https://t.co/3SGhHq5iYq;1",1
"""@humeruscattery1 @GunRomli @jokowi Blunder sendiri jadi boomerang. Mungkin doi ga kepikir sampe sejauh itu. #sekolam;1",1
RT @CNNIndonesia: Bawaslu Duga Jokowi-Maruf Curi Start Kampanye di Media Cetak https://t.co/q5JsCLWChm;0,0
"RT @RizmaWidiono: Jokowi Tinjau Pembangunan Rumah Tahan Gempa di Sumbawa Barat ""NTB.;1",1
"#2019TetapJokowi"" "";1",1
RT @dr_gundi: Ya Allah pak @jokowi 4 9 T itu buat 203 juta peserta bpjs kesehatan bapak koq heran itu artinya masing2 cm dpt 24 rban rupia…;0,0
"RT @jokowi: Di Sumbawa saya saksikan bantuan pemerintah untuk korban gempa sudah gampang ""diuangkan. Jangan"" lupa yang rusak di NTB ini t…;0",0
RT @CepJohan: Sdr. Presiden @jokowi Anda bilang urusan defisit BPJS sampai ke Presiden kebangetan? Anda Presiden sudah baca UU BPJS Pasal…;0,0
"RT @Kings4fir: TIMSES JOKOWI MINTA SUMBANGAN KE TAIPAN2 YG PUNYA UANG ! TDK ADA SUMBANGAN TANPA BALAS BUDI DGN MENJUAL ""RAKYAT PAK"" @prabowo…;0",0
RT @jokoedy6: Kata Jokowi di TV mestinya adu program adu ide etc. Apanya yg diadu? Sebab 66 program pilpres 2014 mangkrak. Mau yg mangk…;0,0
RT @sandiuno: Kita ingin selama proses kampanye menuju Pilpres 2019 berjalan dengan damai menjunjung tinggi persatuan dan keberagaman. Say…;1,1
"RT @Ferdinand_Haean: Utang yang menggunung ini semakin membuat pemerintahan pak @jokowi dianggap sukses oleh para pendukungnya. "" Sukses"" jg…;0",0
RT @demokrasionline: Beredar Iklan Pasangan Jokowi-Ma’ruf di Koran KPU: Itu Pelanggaran https://t.co/Y72CDibNOg;0,0
"RT @TheCebongers: Pesan dari Mas @budimandjatmiko Kepada pendukung Pak ""Jokowi Jangan"" bawa-bawa latar belakang keluarga capres meskipun ki…;1",1
"RT @RadPlague: Memilih Jokowi sebagai pemimpin dengan alasan tak ingin Prabowo berkuasa adalah hal paling menyedihkan yg pernah gw ""dengar I…"";0",0
"RT @AdityaWisnu: Jokowi itu manager. Do the things right melakukan sesuatu yang ""benar. Prabowo"" itu leader. Do the right things melakukan…;0",0
"RT @RiswanLalu2: Siapa pemimpin yg cocok buat Indonesia ""? a."" Prabowo-Sandi ""(PADI) b."" Jokowi-Maruf ""(KORUF) Tekan"" (re-tweet) jika pilih (PA…", 
RT @warta_politik: Sibuk Bahas Jilbab Neneng Detikcom DISIKAT Warganet: Niat Banget Busukin Islam. Kok Gak Bahas Bahwa Dia Timses Jokowi?…;0,0
"RT @TetapPatriot: Nah ""loh.. BPK"" Beberkan 'Salah Urus' Impor Pangan Era Jokowi. Rizal Ramli sudah Ingatkan "" https://t.co/TkX1Iy1tUk"" https://…;0",0
RT @Fahrihamzah: Ini logika yg merusak pak @jokowi karena nyalahin @sandiuno padahal maksudnya nenbak gubernur DKI sebelumnya kan?  Waspada…;0,0
RT @NCI4RI: @KontraS @jokowi Ketika Kontras sudah terindikasi jadi alat politik;1, 
@RudyHengQy @04Nakula @RizmaWidiono @Ferdinand_Haean @PDemokrat @SBYudhoyono @jokowi @bpkri @ASapardan… https://t.co/uTM91VV0iL, 
"RT @OrangDjawa: Tanya @Metro_TV kapan tagih janji surya ""paloh 1."" Akan membangun menara tertinggi di ""Jakarta 2."" Bersumpah tidak akan pernah… Jangan ada dusta diantara kita... ""😀 https://t.co/K7JRhyrfCw""", 
RT @erna_st: Jokowi bisa jadi cuma ingin BPJS memutar otak lbh keras agar tdk terus rugi. Tp prnyataan Jokowi klau mlsh sharusnya slesai di…;1,1
RT @Wonggun20136407: Sebenarnya tidak harus brani menjadi imam solat jika emang ilmu tentang kiro ahnya sempit sebab imam solat beda dgn kd…, 
RT @jokoedy6: Ngawur berat JK. Selama 32 tahun pertumbuhan rata2 adalah 73%. Jelas makmur. Selama 4 thn Jokowi rata2 pertumbuhan 5% turun…;0,0
RT @RS4idi: @V_Stone_Kardol @jokowi Aamiin ya rabbal alamin;1,1
"RT @Maulana_Tigor: Pernyataan siRomlah ini sebenarnya menampol Capresnya ""sendiri!Padahal"" Jokowi yg duluan melompat kePresiden sblm jabatan…;0",0
"RT @RizmaWidiono: Luhut Minta Pengkritik Jokowi Jangan BERBOHONG. "";1",1
"#2019TetapJokowi"" "";1",1
"#2019JokowiMarufAmin"" ☝️ https://t.co/1mszilFEBg;1",1
"RT @UtuhWibowo: Prabowo unggul lagi dimana pendukung ""Jokowi? Alhamdulillah"" pendukung Jokowi sudah pada pindah haluan sudah banyak yang s…;0",0
"RT @kokokdirgantoro: Jokowi periksa got ~&gt; ""pencitraan Jokowi"" periksa irigasi ~&gt; ""pencitraan Jokowi"" bincang dgn petani ~&gt; ""pencitraan. Sandi…""'0",0
"APA KATA PEMIMPIN DUNIA Tentang  @jokowi "" PM"" ""AUSTRALIA TONNY"" ""ABBOT: Dibawah"" kepemimpinan Joko Widodo Kekuatan Mili… https://t.co/8NG7YlrYtX;1",1
RT @jokoedy6: Kata Jokowi di TV  mestinya adu program adu ide etc. Apanya yg diadu? Sebab 66 program pilpres 2014 mangkrak. Mau yg mangk…;0,0
"RT @TirtoID: Presiden Jokowi mengatakan urusan utang rumah sakit adalah urusan Dirut BPJS dan tidak perlu sampai ke presiden. "" Padahal"" je…;0",0
RT @Fahrihamzah: Pak Jokowi  BPJS Kesehatan adalah program strategis nasional yang oleh bapak disebut dengan Jaminan Kesehatan Nasional-Kar…;0,0
"RT @TetapPatriot: Nah ""loh.. BPK"" Beberkan 'Salah Urus' Impor Pangan Era Jokowi. Rizal Ramli sudah Ingatkan "" https://t.co/TkX1Iy1tUk"" https://…;0",0
RT @Raza60556961: @CakKhum @Ferdinand_Haean Smakin kemari timses jokowi koq banyak yg pd ngeles yaa!!! Dagh mendingan dengerin anak ini aja…;0,0
RT @newsjundi: Doa Habib Rizieq Syihab bersama umat islam saat di dzolimi oleh rezim @jokowi di aksi 411 depan istana negara...mari kita Aa…;0,0
RT @putrabanten80: Untuk kesekian kali nya jubir-jubir jokowi di buat tak berkutik dan menahan rasa malu dan Aktor Protagonis yg melakukan…;0,0
